lon,lat,FloorID,BuildingID,locID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP,pos_loc,SectionID,x,y
-7469.739100001751,4864864.291500002,2,1,18,2,2,23,1371715871,,,221.59929999709308,118.54648403078319
-7457.242100000381,4864853.930299997,2,1,216,2,2,23,1371716120,,,234.0962999984631,108.18528402596712
-7466.291100092231,4864859.3389488915,2,1,18,1,2,23,1371715902,,,225.04729990661235,113.59393292013556
-7458.26419999823,4864852.0842999965,2,1,217,2,2,23,1371716152,,,233.074200000614,106.33928402513266
-7331.74799999967,4864767.318000004,3,2,247,2,2,23,1371716690,,,359.59039999917326,21.572984032332894
-7327.492165092379,4864766.668530561,3,2,247,1,2,23,1371716719,,,363.8462349064649,20.92351458966732
-7337.394799999893,4864763.226999998,3,2,245,2,2,23,1371716797,,,353.94359999895096,17.48198402673006
-7341.214999999851,4864756.341499999,3,2,243,2,2,23,1371716857,,,350.1233999989927,10.596484027802942
-7339.1538871750245,4864749.384690456,3,2,242,1,2,23,1371716935,,,352.1845128238192,3.639674484729767
-7337.23213905096,4864752.848840348,3,2,243,1,2,23,1371716982,,,354.10626094788404,7.1038243770599365
-7344.211399998516,4864750.939999999,3,2,242,2,2,23,1371716896,,,347.1270000003278,5.194984027184546
-7344.968400001526,4864749.575999999,3,2,241,2,2,23,1371717071,,,346.3699999973178,3.830984028056264
-7407.379599999636,4864799.6941,3,2,201,2,2,23,1371717408,,,283.95879999920726,53.949084028601646
-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717473,,,283.04997261613613,57.7197008356452
-7411.2507000006735,4864792.7678999975,3,2,203,2,2,23,1371720009,,,280.08769999817014,47.02288402616978
-7405.100900001824,4864789.7755,3,2,207,2,2,23,1371720152,,,286.23749999701977,44.0304840290919
-7413.921399999409,4864785.033399999,3,2,206,2,2,23,1371720112,,,277.4169999994347,39.2883840277791
-7403.73600000143,4864789.018399999,3,2,209,2,2,23,1371720219,,,287.60239999741407,43.273384027183056
-7398.11080000177,4864785.8972999975,3,2,211,2,2,23,1371720293,,,293.22759999707336,40.15228402614594
-7406.063099998981,4864788.219300002,3,2,208,2,2,23,1371720184,,,285.2752999998628,42.47428403049707
-7404.705499999225,4864787.466200002,3,2,210,2,2,23,1371720254,,,286.6328999996185,41.72118403017521
-7398.5587060302505,4864779.87839587,3,2,214,1,2,23,1371720456,,,292.77969396859316,34.13337989896536
-7397.859799999744,4864783.668200001,3,2,214,2,2,23,1371720385,,,293.4785999991,37.92318402975798
-7415.1630035303515,4864796.084482223,3,2,203,1,2,23,1371720511,,,276.1753964684922,50.339466251432896
-7392.357000000775,4864780.615599996,3,2,216,2,2,23,1371720665,,,298.9813999980688,34.87058402504772
-7390.095800001174,4864781.450599998,3,2,217,2,2,23,1371720769,,,301.24259999766946,35.70558402687311
-7391.35909999907,4864782.1516999975,3,2,215,2,2,23,1371720589,,,299.9792999997735,36.40668402612209
-7384.211300000548,4864776.0964,3,2,222,2,2,23,1371720926,,,307.1270999982953,30.35138402879238
-7391.084499999882,4864779.909699999,3,2,218,2,2,23,1371720798,,,300.25389999896197,34.164684027433395
-7376.401000000534,4864773.852899998,3,2,223,2,2,23,1371720964,,,314.93739999831,28.10788402706385
-7374.294482905418,4864777.897182643,3,2,223,1,2,23,1371721005,,,317.04391709342605,32.152166672050946
-7369.632300000639,4864770.0979999965,3,2,225,2,2,23,1371721086,,,321.706099998205,24.35298402514309
-7370.614700000732,4864768.552900001,3,2,224,2,2,23,1371721123,,,320.72369999811144,22.80788403004408
-7363.038300000129,4864766.439499997,3,2,229,2,2,23,1371721284,,,328.30009999871436,20.694484025239944
-7368.386100001633,4864769.406199999,3,2,227,2,2,23,1371721218,,,322.9522999972105,23.661184027791023
-7361.5406999997795,4864765.608599998,3,2,231,2,2,23,1371721401,,,329.79769999906415,19.863584026694298
-7362.5265000015515,4864764.065700002,3,2,230,2,2,23,1371721316,,,328.81189999729213,18.320684030652046
-7363.228232070805,4864760.277467221,3,2,230,1,2,23,1371721358,,,328.1101679280391,14.532451249659061
-7356.978100001811,4864760.987300001,3,2,232,2,2,23,1371721433,,,334.3602999970326,15.242284029722214
-7350.146999999882,4864757.249200001,3,2,236,2,2,23,1371721559,,,341.19139999896197,11.504184029996395
-7352.932156860827,4864754.565126285,3,2,236,1,2,23,1371721594,,,338.4062431380172,8.820110313594341
-7354.719900000841,4864761.8244,3,2,235,2,2,23,1371721528,,,336.61849999800233,16.07938402891159
-7355.670499999076,4864760.262000002,3,2,234,2,2,23,1371721495,,,335.6678999997676,14.516984030604362
-7349.2795999981445,4864758.806000002,3,2,237,2,2,23,1371721631,,,342.0588000006992,13.060984030365946
-7536.6211999990055,4864934.2251999965,2,1,106,2,2,23,1371713678,,,154.71719999983816,188.4801840251312
-7348.8982000015685,4864756.556000002,3,2,238,2,2,23,1371721661,,,342.4401999972752,10.810984030365944
-7348.012899998575,4864758.103299998,3,2,239,2,2,23,1371721696,,,343.32550000026816,12.358284026384355
-7519.152399998158,4864949.532200001,2,1,103,2,2,23,1371713870,,,172.18600000068542,203.78718402981758
-7524.570399999618,4864934.093000002,2,1,102,2,2,23,1371713794,,,166.76799999922605,188.3479840308428
-7527.451099999249,4864929.146399997,2,1,101,2,2,23,1371713762,,,163.8872999995947,183.40138402581212
-7571.071074258536,4864890.459293477,2,1,112,1,2,23,1371714280,,,120.26732574030756,144.71427750587463
-7510.437173217535,4864949.2514167065,2,1,103,1,2,23,1371714115,,,180.90122678130862,203.5064007351175
-7562.186200000346,4864866.785099998,2,1,109,2,2,23,1371714420,,,129.15219999849793,121.0400840267539
-7559.78200000152,4864871.373499997,2,1,108,2,2,23,1371714454,,,131.55639999732375,125.62848402559756
-7564.196299999952,4864887.1932,2,1,111,2,2,23,1371714342,,,127.14209999889135,141.4481840282679
-7520.724500000479,4864892.4384,2,1,15,2,2,23,1371714721,,,170.613899998365,146.6933840289712
-7521.867186445744,4864889.477093995,2,1,29,1,2,23,1371714787,,,169.4712135530999,143.73207802325487
-7555.132300000639,4864885.251500003,2,1,107,2,2,23,1371714496,,,136.206099998205,139.50648403167722
-7537.339899998158,4864895.785400003,2,1,117,2,2,23,1371714543,,,153.99850000068545,150.04038403183222
-7517.912551965565,4864887.286727645,2,1,28,1,2,23,1371714817,,,173.42584803327827,141.54171167407185
-7516.088799998164,4864889.878200002,2,1,16,2,2,23,1371714907,,,175.24960000067955,144.13318403065202
-7512.604163631797,4864884.949543999,2,1,16,1,2,23,1371714933,,,178.7342363670469,139.20452802721408
-7501.221900001168,4864863.072899997,2,1,2,2,2,23,1371715214,,,190.11649999767545,117.32788402587177
-7482.4561760276565,4864901.429579936,2,1,10,1,2,23,1371715069,,,208.88222397118716,155.6845639646053
-7502.449700001627,4864884.176100002,2,1,22,2,2,23,1371714979,,,188.88869999721646,138.43108403030786
-7489.177499998361,4864899.944899999,2,1,10,2,2,23,1371715028,,,202.16090000048283,154.19988402724266
-7506.731899999082,4864850.6839999985,2,1,4,2,2,23,1371715360,,,184.60649999976158,104.93898402713242
-7516.474500000479,4864844.597199999,2,1,6,2,2,23,1371715437,,,174.86389999836499,98.85218402743341
-7511.736699998379,4864841.647200003,2,1,5,2,2,23,1371715406,,,179.6017000004649,95.90218403190374
-7491.030633945018,4864865.38593483,2,1,2,1,2,23,1371715246,,,200.30776605382562,119.64091885834931
-7502.826900001615,4864860.174599998,2,1,3,2,2,23,1371715291,,,188.51149999722838,114.42958402633668
-7504.881400000304,4864865.5295,2,1,9,2,2,23,1371715546,,,186.4569999985397,119.78448402881622
-7474.652600001544,4864865.9525000015,2,1,27,2,2,23,1371715761,,,216.6857999972999,120.20748403016478
-7506.529300000519,4864862.554300003,2,1,8,2,2,23,1371715515,,,184.80909999832508,116.80928403139114
-7511.5214999988675,4864853.5402000025,2,1,7,2,2,23,1371715477,,,179.81689999997616,107.79518403112888
-7469.739100001751,4864864.291500002,2,1,18,2,2,23,1371715874,,,221.59929999709308,118.54648403078319
-7474.582499999553,4864866.872299999,2,1,17,2,2,23,1371715934,,,216.7558999992907,121.12728402763605
-7470.518699999899,4864863.662799999,2,1,26,2,2,23,1371715822,,,220.819699998945,117.91778402775526
-7331.400499999521,4864768.478600003,3,2,248,2,2,23,1371716623,,,359.93789999932227,22.733584031462673
-7457.242100000381,4864853.930299997,2,1,216,2,2,23,1371716113,,,234.0962999984631,108.18528402596712
-7331.74799999967,4864767.318000004,3,2,247,2,2,23,1371716678,,,359.59039999917326,21.572984032332894
-7344.211399998516,4864750.939999999,3,2,242,2,2,23,1371716883,,,347.1270000003278,5.194984027184546
-7341.214999999851,4864756.341499999,3,2,243,2,2,23,1371716844,,,350.1233999989927,10.596484027802942
-7337.394799999893,4864763.226999998,3,2,245,2,2,23,1371716785,,,353.94359999895096,17.48198402673006
-7340.524599999189,4864757.585900001,3,2,244,2,2,23,1371716813,,,350.8137999996543,11.840884029865265
-7336.700399998575,4864764.478799999,3,2,246,2,2,23,1371716749,,,354.63800000026816,18.73378402739764
-7344.968400001526,4864749.575999999,3,2,241,2,2,23,1371717059,,,346.3699999973178,3.830984028056264
-7344.968400001526,4864749.575999999,3,2,241,2,2,23,1371717028,,,346.3699999973178,3.830984028056264
-7407.379599999636,4864799.6941,3,2,201,2,2,23,1371717395,,,283.95879999920726,53.949084028601646
-7410.328999999911,4864800.005599998,3,2,202,2,2,23,1371717493,,,281.00939999893313,54.260584026575096
-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717460,,,283.04997261613613,57.7197008356452
-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717550,,,283.04997261613613,57.7197008356452
-7347.108300000428,4864748.045599997,3,2,240,2,2,23,1371717251,,,344.23009999841537,2.3005840256810197
-7413.154800001532,4864789.236699998,3,2,204,2,2,23,1371720030,,,278.1835999973119,43.491684027016156
-7413.921399999409,4864785.033399999,3,2,206,2,2,23,1371720099,,,277.4169999994347,39.2883840277791
-7411.2507000006735,4864792.7678999975,3,2,203,2,2,23,1371719996,,,280.08769999817014,47.02288402616978
-7413.955299999566,4864787.794299996,3,2,205,2,2,23,1371720067,,,277.38309999927793,42.0492840250954
-7398.11080000177,4864785.8972999975,3,2,211,2,2,23,1371720280,,,293.22759999707336,40.15228402614594
-7406.063099998981,4864788.219300002,3,2,208,2,2,23,1371720171,,,285.2752999998628,42.47428403049707
-7404.705499999225,4864787.466200002,3,2,210,2,2,23,1371720240,,,286.6328999996185,41.72118403017521
-7405.100900001824,4864789.7755,3,2,207,2,2,23,1371720139,,,286.23749999701977,44.0304840290919
-7398.5587060302505,4864779.87839587,3,2,214,1,2,23,1371720443,,,292.77969396859316,34.13337989896536
-7397.859799999744,4864783.668200001,3,2,214,2,2,23,1371720372,,,293.4785999991,37.92318402975798
-7399.109700001776,4864784.361699998,3,2,212,2,2,23,1371720310,,,292.22869999706745,38.616684027016156
-7391.35909999907,4864782.1516999975,3,2,215,2,2,23,1371720576,,,299.9792999997735,36.40668402612209
-7390.649026967585,4864785.979925662,3,2,215,1,2,23,1371720613,,,300.68937303125864,40.23490969091654
-7392.357000000775,4864780.615599996,3,2,216,2,2,23,1371720652,,,298.9813999980688,34.87058402504772
-7384.3933999985475,4864778.2870000005,3,2,219,2,2,23,1371720819,,,306.94500000029615,32.54198402911425
-7390.095800001174,4864781.450599998,3,2,217,2,2,23,1371720756,,,301.24259999766946,35.70558402687311
-7395.100707694888,4864777.95992858,3,2,216,1,2,23,1371720711,,,296.23769230395555,32.21491260826588
-7384.211300000548,4864776.0964,3,2,222,2,2,23,1371720913,,,307.1270999982953,30.35138402879238
-7369.414400000124,4864767.887100004,3,2,226,2,2,23,1371721156,,,321.92399999871935,22.142084032297134
-7368.386100001633,4864769.406199999,3,2,227,2,2,23,1371721205,,,322.9522999972105,23.661184027791023
-7369.632300000639,4864770.0979999965,3,2,225,2,2,23,1371721073,,,321.706099998205,24.35298402514309
-7363.996100001038,4864764.880800001,3,2,228,2,2,23,1371721238,,,327.34229999780564,19.135784029960632
-7361.5406999997795,4864765.608599998,3,2,231,2,2,23,1371721388,,,329.79769999906415,19.863584026694298
-7354.719900000841,4864761.8244,3,2,235,2,2,23,1371721515,,,336.61849999800233,16.07938402891159
-7356.978100001811,4864760.987300001,3,2,232,2,2,23,1371721420,,,334.3602999970326,15.242284029722214
-7356.010200001298,4864762.5402000025,3,2,233,2,2,23,1371721449,,,335.3281999975461,16.795184031128887
-7350.146999999882,4864757.249200001,3,2,236,2,2,23,1371721546,,,341.19139999896197,11.504184029996395
-7348.012899998575,4864758.103299998,3,2,239,2,2,23,1371721683,,,343.32550000026816,12.358284026384355
-7352.932156860827,4864754.565126285,3,2,236,1,2,23,1371721582,,,338.4062431380172,8.820110313594341
-7349.2795999981445,4864758.806000002,3,2,237,2,2,23,1371721618,,,342.0588000006992,13.060984030365946
-7527.451099999249,4864929.146399997,2,1,101,2,2,23,1371713764,,,163.8872999995947,183.40138402581212
-7541.264299999922,4864920.7782000005,2,1,106,2,2,23,1371713721,,,150.0740999989221,175.0331840291619
-7536.6211999990055,4864934.2251999965,2,1,106,2,2,23,1371713679,,,154.71719999983816,188.4801840251312
-7536.598200000822,4864918.117200002,2,1,101,2,2,23,1371713639,,,154.74019999802204,172.37218403071162
-7519.152399998158,4864949.532200001,2,1,103,2,2,23,1371714083,,,172.18600000068542,203.78718402981758
-7533.896200001242,4864939.258299999,2,1,105,2,2,23,1371713830,,,157.4421999976021,193.51328402757645
-7564.196299999952,4864887.1932,2,1,111,2,2,23,1371714344,,,127.14209999889135,141.4481840282679
-7559.497299998999,4864887.650399998,2,1,112,2,2,23,1371714295,,,131.84109999984506,141.90538402646783
-7571.071074258536,4864890.459293477,2,1,112,1,2,23,1371714281,,,120.26732574030756,144.71427750587463
-7559.78200000152,4864871.373499997,2,1,108,2,2,23,1371714456,,,131.55639999732375,125.62848402559756
-7571.093400001526,4864871.7184000015,2,1,110,2,2,23,1371714382,,,120.24499999731779,125.97338403016329
-7555.132300000639,4864885.251500003,2,1,107,2,2,23,1371714498,,,136.206099998205,139.50648403167722
-7562.186200000346,4864866.785099998,2,1,109,2,2,23,1371714421,,,129.15219999849793,121.0400840267539
-7521.867186445744,4864889.477093995,2,1,29,1,2,23,1371714792,,,169.4712135530999,143.73207802325487
-7516.841499999165,4864889.291000001,2,1,28,2,2,23,1371714836,,,174.49689999967904,143.5459840297699
-7502.449700001627,4864884.176100002,2,1,22,2,2,23,1371714981,,,188.88869999721646,138.43108403030786
-7520.755800001323,4864891.4821000025,2,1,29,2,2,23,1371714868,,,170.58259999752045,145.737084031105
-7480.124099999665,4864894.9306000015,2,1,10,2,2,23,1371715121,,,211.2142999991784,149.18558403011411
-7482.4561760276565,4864901.429579936,2,1,10,1,2,23,1371715070,,,208.88222397118716,155.6845639646053
-7501.221900001168,4864863.072899997,2,1,2,2,2,23,1371715216,,,190.11649999767545,117.32788402587177
-7489.177499998361,4864899.944899999,2,1,10,2,2,23,1371715029,,,202.16090000048283,154.19988402724266
-7502.826900001615,4864860.174599998,2,1,3,2,2,23,1371715292,,,188.51149999722838,114.42958402633668
-7474.652600001544,4864865.9525000015,2,1,27,2,2,23,1371715762,,,216.6857999972999,120.20748403016478
-7511.5214999988675,4864853.5402000025,2,1,7,2,2,23,1371715479,,,179.81689999997616,107.79518403112888
-7504.881400000304,4864865.5295,2,1,9,2,2,23,1371715548,,,186.4569999985397,119.78448402881622
-7506.529300000519,4864862.554300003,2,1,8,2,2,23,1371715517,,,184.80909999832508,116.80928403139114
-7474.582499999553,4864866.872299999,2,1,17,2,2,23,1371715937,,,216.7558999992907,121.12728402763605
-7480.431491758674,4864867.1309280535,2,1,17,1,2,23,1371715960,,,210.9069082401693,121.38591208215807
-7466.291100092231,4864859.3389488915,2,1,18,1,2,23,1371715890,,,225.04729990661235,113.59393292013556
-7458.26419999823,4864852.0842999965,2,1,217,2,2,23,1371716135,,,233.074200000614,106.33928402513266
-7327.492165092379,4864766.668530561,3,2,247,1,2,23,1371716708,,,363.8462349064649,20.92351458966732
-7331.74799999967,4864767.318000004,3,2,247,2,2,23,1371716679,,,359.59039999917326,21.572984032332894
-7331.400499999521,4864768.478600003,3,2,248,2,2,23,1371716624,,,359.93789999932227,22.733584031462673
-7340.524599999189,4864757.585900001,3,2,244,2,2,23,1371716815,,,350.8137999996543,11.840884029865265
-7337.394799999893,4864763.226999998,3,2,245,2,2,23,1371716786,,,353.94359999895096,17.48198402673006
-7344.211399998516,4864750.939999999,3,2,242,2,2,23,1371716885,,,347.1270000003278,5.194984027184546
-7344.968400001526,4864749.575999999,3,2,241,2,2,23,1371717060,,,346.3699999973178,3.830984028056264
-7344.968400001526,4864749.575999999,3,2,241,2,2,23,1371717029,,,346.3699999973178,3.830984028056264
-7407.379599999636,4864799.6941,3,2,201,2,2,23,1371717396,,,283.95879999920726,53.949084028601646
-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717461,,,283.04997261613613,57.7197008356452
-7347.108300000428,4864748.045599997,3,2,240,2,2,23,1371717253,,,344.23009999841537,2.3005840256810197
-7411.2507000006735,4864792.7678999975,3,2,203,2,2,23,1371719998,,,280.08769999817014,47.02288402616978
-7405.100900001824,4864789.7755,3,2,207,2,2,23,1371720140,,,286.23749999701977,44.0304840290919
-7404.705499999225,4864787.466200002,3,2,210,2,2,23,1371720242,,,286.6328999996185,41.72118403017521
-7406.063099998981,4864788.219300002,3,2,208,2,2,23,1371720172,,,285.2752999998628,42.47428403049707
-7398.11080000177,4864785.8972999975,3,2,211,2,2,23,1371720282,,,293.22759999707336,40.15228402614594
-7403.73600000143,4864789.018399999,3,2,209,2,2,23,1371720208,,,287.60239999741407,43.273384027183056
-7399.109700001776,4864784.361699998,3,2,212,2,2,23,1371720311,,,292.22869999706745,38.616684027016156
-7396.896099999547,4864785.223499998,3,2,213,2,2,23,1371720343,,,294.44229999929667,39.47848402708769
-7398.5587060302505,4864779.87839587,3,2,214,1,2,23,1371720445,,,292.77969396859316,34.13337989896536
-7415.1630035303515,4864796.084482223,3,2,203,1,2,23,1371720500,,,276.1753964684922,50.339466251432896
-7390.649026967585,4864785.979925662,3,2,215,1,2,23,1371720614,,,300.68937303125864,40.23490969091654
-7392.357000000775,4864780.615599996,3,2,216,2,2,23,1371720653,,,298.9813999980688,34.87058402504772
-7391.35909999907,4864782.1516999975,3,2,215,2,2,23,1371720578,,,299.9792999997735,36.40668402612209
-7390.095800001174,4864781.450599998,3,2,217,2,2,23,1371720758,,,301.24259999766946,35.70558402687311
-7385.372800000012,4864776.740699999,3,2,220,2,2,23,1371720853,,,305.96559999883175,30.99568402767181
-7395.100707694888,4864777.95992858,3,2,216,1,2,23,1371720714,,,296.23769230395555,32.21491260826588
-7384.211300000548,4864776.0964,3,2,222,2,2,23,1371720914,,,307.1270999982953,30.35138402879238
-7376.401000000534,4864773.852899998,3,2,223,2,2,23,1371720952,,,314.93739999831,28.10788402706385
-7374.294482905418,4864777.897182643,3,2,223,1,2,23,1371720993,,,317.04391709342605,32.152166672050946
-7369.632300000639,4864770.0979999965,3,2,225,2,2,23,1371721074,,,321.706099998205,24.35298402514309
-7377.651299998164,4864772.941299997,3,2,250,2,2,23,1371721041,,,313.6871000006795,27.19628402590752
-7368.386100001633,4864769.406199999,3,2,227,2,2,23,1371721206,,,322.9522999972105,23.661184027791023
-7370.614700000732,4864768.552900001,3,2,224,2,2,23,1371721111,,,320.72369999811144,22.80788403004408
-7363.228232070805,4864760.277467221,3,2,230,1,2,23,1371721347,,,328.1101679280391,14.532451249659061
-7363.996100001038,4864764.880800001,3,2,228,2,2,23,1371721241,,,327.34229999780564,19.135784029960632
-7363.038300000129,4864766.439499997,3,2,229,2,2,23,1371721272,,,328.30009999871436,20.694484025239944
-7361.5406999997795,4864765.608599998,3,2,231,2,2,23,1371721390,,,329.79769999906415,19.863584026694298
-7354.719900000841,4864761.8244,3,2,235,2,2,23,1371721517,,,336.61849999800233,16.07938402891159
-7356.978100001811,4864760.987300001,3,2,232,2,2,23,1371721421,,,334.3602999970326,15.242284029722214
-7349.2795999981445,4864758.806000002,3,2,237,2,2,23,1371721620,,,342.0588000006992,13.060984030365946
-7348.8982000015685,4864756.556000002,3,2,238,2,2,23,1371721650,,,342.4401999972752,10.810984030365944
-7350.146999999882,4864757.249200001,3,2,236,2,2,23,1371721547,,,341.19139999896197,11.504184029996395
-7536.598200000822,4864918.117200002,2,1,101,2,2,23,1371713640,,,154.74019999802204,172.37218403071162
-7541.264299999922,4864920.7782000005,2,1,106,2,2,23,1371713723,,,150.0740999989221,175.0331840291619
-7527.451099999249,4864929.146399997,2,1,101,2,2,23,1371713765,,,163.8872999995947,183.40138402581212
-7348.012899998575,4864758.103299998,3,2,239,2,2,23,1371721684,,,343.32550000026816,12.358284026384355
-7536.6211999990055,4864934.2251999965,2,1,106,2,2,23,1371713681,,,154.71719999983816,188.4801840251312
-7524.570399999618,4864934.093000002,2,1,102,2,2,23,1371713797,,,166.76799999922605,188.3479840308428
-7519.152399998158,4864949.532200001,2,1,103,2,2,23,1371714085,,,172.18600000068542,203.78718402981758
-7510.437173217535,4864949.2514167065,2,1,103,1,2,23,1371714118,,,180.90122678130862,203.5064007351175
-7523.628199998288,4864951.958300002,2,1,104,2,2,23,1371714156,,,167.71020000055526,206.21328403055668
-7559.497299998999,4864887.650399998,2,1,112,2,2,23,1371714297,,,131.84109999984506,141.90538402646783
-7528.816401548684,4864959.430612221,2,1,104,1,2,23,1371714190,,,162.52199845016003,213.6855962499976
-7571.093400001526,4864871.7184000015,2,1,110,2,2,23,1371714383,,,120.24499999731779,125.97338403016329
-7562.186200000346,4864866.785099998,2,1,109,2,2,23,1371714423,,,129.15219999849793,121.0400840267539
-7564.196299999952,4864887.1932,2,1,111,2,2,23,1371714345,,,127.14209999889135,141.4481840282679
-7521.867186445744,4864889.477093995,2,1,29,1,2,23,1371714790,,,169.4712135530999,143.73207802325487
-7526.710926756264,4864892.801808476,2,1,15,1,2,23,1371714750,,,164.62747324257998,147.05679250508547
-7555.132300000639,4864885.251500003,2,1,107,2,2,23,1371714499,,,136.206099998205,139.50648403167722
-7537.339899998158,4864895.785400003,2,1,117,2,2,23,1371714546,,,153.99850000068545,150.04038403183222
-7520.755800001323,4864891.4821000025,2,1,29,2,2,23,1371714869,,,170.58259999752045,145.737084031105
-7517.912551965565,4864887.286727645,2,1,28,1,2,23,1371714820,,,173.42584803327827,141.54171167407185
-7516.088799998164,4864889.878200002,2,1,16,2,2,23,1371714909,,,175.24960000067955,144.13318403065202
-7512.604163631797,4864884.949543999,2,1,16,1,2,23,1371714936,,,178.7342363670469,139.20452802721408
-7489.177499998361,4864899.944899999,2,1,10,2,2,23,1371715031,,,202.16090000048283,154.19988402724266
-7502.449700001627,4864884.176100002,2,1,22,2,2,23,1371714982,,,188.88869999721646,138.43108403030786
-7491.030633945018,4864865.38593483,2,1,2,1,2,23,1371715249,,,200.30776605382562,119.64091885834931
-7506.731899999082,4864850.6839999985,2,1,4,2,2,23,1371715363,,,184.60649999976158,104.93898402713242
-7504.881400000304,4864865.5295,2,1,9,2,2,23,1371715549,,,186.4569999985397,119.78448402881622
-7511.5214999988675,4864853.5402000025,2,1,7,2,2,23,1371715480,,,179.81689999997616,107.79518403112888
-7506.529300000519,4864862.554300003,2,1,8,2,2,23,1371715518,,,184.80909999832508,116.80928403139114
-7474.652600001544,4864865.9525000015,2,1,27,2,2,23,1371715764,,,216.6857999972999,120.20748403016478
-7331.74799999967,4864767.318000004,3,2,247,2,2,23,1371716681,,,359.59039999917326,21.572984032332894
-7480.431491758674,4864867.1309280535,2,1,17,1,2,23,1371715962,,,210.9069082401693,121.38591208215807
-7331.400499999521,4864768.478600003,3,2,248,2,2,23,1371716626,,,359.93789999932227,22.733584031462673
-7461.52404925972,4864852.0464766035,2,1,217,1,2,23,1371716186,,,229.81435073912326,106.30146063212305
-7474.582499999553,4864866.872299999,2,1,17,2,2,23,1371715931,,,216.7558999992907,121.12728402763605
-7337.394799999893,4864763.226999998,3,2,245,2,2,23,1371716787,,,353.94359999895096,17.48198402673006
-7340.524599999189,4864757.585900001,3,2,244,2,2,23,1371716816,,,350.8137999996543,11.840884029865265
-7327.492165092379,4864766.668530561,3,2,247,1,2,23,1371716709,,,363.8462349064649,20.92351458966732
-7339.1538871750245,4864749.384690456,3,2,242,1,2,23,1371716925,,,352.1845128238192,3.639674484729767
-7344.211399998516,4864750.939999999,3,2,242,2,2,23,1371716886,,,347.1270000003278,5.194984027184546
-7337.23213905096,4864752.848840348,3,2,243,1,2,23,1371716974,,,354.10626094788404,7.1038243770599365
